id,app_start_time,app_submission_time,applicant_name,app_email,app_onphone,app_ssn,app_mailing,renter,unit_type,requested_amount,origin_ip,classification,AI_prediction,geoLocation
108867,2022-02-07 5:49:0,2022-02-07 5:57:0,"Adams, Charlie",c.adams@randatmail.com,(134)-646-0411,459-58-6593,"283 Cassin Walk, Suite 246, 68109-2850, Auerton, Utah, United States",3,Multi-Family,25000,"110.220.247.152",,0.15,
109270,2022-04-09 4:21:0,2022-04-09 4:26:0,"Adams, Charlie",c.adams@randatmail.com,(134)-646-0411,459-58-6593,"311 Brandyn Run, Suite 539, 91700, Wilbertstad, Washington, United States",3,Multi-Family,24000,"19.9.154.225",,0.15,
109673,2022-05-15 6:57:0,2022-05-15 7:7:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"462 Parisian Lake, Apt. 844, 61256, Lake Georgeberg, Idaho, United States",1,Single-Family,9000,"189.51.146.160",,0.15,
110076,2022-03-26 10:24:0,2022-03-26 10:27:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"00639 Carlotta Mountains, Suite 215, 06617-9192, Lake Mikaylaborough, Mississippi, United States",1,Single-Family,3000,"183.205.121.116",,0.7,
110479,2022-02-18 10:28:0,2022-02-18 10:43:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"8880 Graham Forks, Apt. 369, 99655-2226, East Herbertfort, Wisconsin, United States",2,Single-Family,50000,"4.194.118.108",,0.7,
110882,2022-01-22 1:16:0,2022-01-22 1:17:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"08703 Sipes Creek, Apt. 215, 30348, New Lonzoview, Hawaii, United States",2,Single-Family,49000,"195.93.239.46",,0.7,
111285,2022-05-10 21:26:0,2022-05-10 21:44:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"5938 Nayeli Estates, Apt. 892, 00398, New Alycia, Hawaii, United States",3,Single-Family,30000,"178.107.120.215",,0.7,
111688,2022-04-22 3:29:0,2022-04-22 3:40:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"3772 Dayna Ramp, Apt. 037, 16926-7437, Eviechester, Maine, United States",3,Single-Family,60000,"108.100.49.203",Fraud,0.7,
112091,2022-04-11 11:20:0,2022-04-11 11:35:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"61537 Lula Prairie, Apt. 871, 76875, South Kellieburgh, Connecticut, United States",1,Multi-Family,1000,"230.13.249.201",,0.7,
112494,2022-01-24 21:47:0,2022-01-24 21:47:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"2094 Orrin Lake, Apt. 436, 28995-9988, East Aydenview, Montana, United States",1,Multi-Family,4000,"211.210.11.42",,0.7,
112897,2022-01-16 20:49:0,2022-01-16 21:2:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"6270 Dylan Circles, Suite 733, 14672-6203, Cristobalton, New Mexico, United States",2,Multi-Family,23000,"218.236.54.239",,0.7,
113300,2022-05-20 16:34:0,2022-05-20 16:49:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"812 Gust Oval, Apt. 475, 36652-9436, Lake Juana, Wisconsin, United States",2,Multi-Family,40000,"72.118.188.208",,0.7,
113703,2022-04-18 14:1:0,2022-04-18 14:4:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"301 Kitty Manors, Suite 908, 29879-4215, Lake Adalberto, New Hampshire, United States",3,Multi-Family,39000,"170.134.32.198",,0.7,
114106,2022-01-15 10:48:0,2022-01-15 10:54:0,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"3696 Randy Bypass, Apt. 730, 39503-7703, Travonfurt, Ohio, United States",3,Multi-Family,47000,"11.60.144.62",,0.7,
114509,2022-01-26 7:9:0,2022-01-26 7:18:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"8465 Elmira Prairie, Apt. 874, 88203-5110, West Arielle, Idaho, United States",1,Single-Family,38000,"133.177.181.12",,0.7,
114912,2022-04-12 4:26:0,2022-04-12 4:27:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"7524 Prosacco Plaza, Suite 005, 54833, Port Gage, Florida, United States",1,Single-Family,9000,"98.166.199.148",,0.65,
115315,2022-03-03 4:37:0,2022-03-03 5:0:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"3526 Carleton Branch, Apt. 647, 13190, Lake Marilieville, Hawaii, United States",2,Single-Family,30000,"109.255.252.143",,0.65,
115718,2022-01-01 16:26:0,2022-01-01 16:42:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"2112 Stamm Radial, Apt. 253, 55920-6463, Dejonshire, Connecticut, United States",2,Single-Family,41000,"233.76.188.33",,0.65,
116121,2022-03-13 4:55:0,2022-03-13 5:3:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"5128 Walsh Squares, Apt. 297, 84233, Bashirianhaven, Connecticut, United States",3,Single-Family,59000,"77.11.16.91",,0.65,
116524,2022-06-09 13:54:0,2022-06-09 14:9:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"19238 Stephan Locks, Apt. 237, 11351-1635, Port Fridaton, Arkansas, United States",3,Single-Family,55000,"253.169.79.92",,0.65,
116927,2022-01-06 8:19:0,2022-01-06 8:29:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"8352 Lubowitz Springs, Suite 673, 98382, West Jacynthe, Washington, United States",1,Multi-Family,46000,"139.16.156.18",,0.65,
117330,2022-04-14 2:2:0,2022-04-14 2:8:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"527 Hershel Village, Apt. 769, 42854-7700, West Edmundhaven, Minnesota, United States",1,Multi-Family,27000,"59.165.209.100",,0.65,
117733,2022-03-13 10:8:0,2022-03-13 10:17:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"77498 Kohler Oval, Apt. 399, 86633, Stantonfurt, New Hampshire, United States",2,Multi-Family,31000,"67.195.2.110",,0.65,
118136,2022-02-27 7:55:0,2022-02-27 7:59:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"4377 Efren Lake, Suite 772, 03232-0703, Mandyview, Nebraska, United States",2,Multi-Family,54000,"205.202.145.133",,0.65,
118539,2022-04-05 2:49:0,2022-04-05 3:4:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"494 Oberbrunner Vista, Apt. 078, 20274, Carmentown, Michigan, United States",3,Multi-Family,22000,"48.245.55.92",,0.65,
118942,2022-03-15 15:14:0,2022-03-15 15:16:0,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"9101 Legros Station, Suite 672, 16876, West Jess, California, United States",3,Multi-Family,54000,"117.164.87.173",,0.65,
119345,2022-02-12 7:20:0,2022-02-12 7:35:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"84086 Dooley Fields, Apt. 488, 98243-7239, Trompshire, South Dakota, United States",1,Single-Family,36000,"221.230.47.105",,0.65,
119748,2022-05-20 12:21:0,2022-05-20 12:29:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"52695 Waelchi Mountains, Apt. 053, 37659-7893, Marcosland, Louisiana, United States",1,Single-Family,46000,"172.105.0.94",,0.65,
120151,2022-01-01 16:47:0,2022-01-01 17:7:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"00387 Deckow Fields, Apt. 658, 92298-0242, New Margaritaborough, Nevada, United States",2,Single-Family,5000,"12.164.222.96",,0.65,
120554,2022-02-02 3:2:0,2022-02-02 3:9:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"41254 Betsy Brook, Apt. 639, 44944, West Coraborough, Hawaii, United States",2,Single-Family,36000,"113.214.104.189",,0.65,
120957,2022-04-29 23:26:0,2022-04-29 23:40:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"06355 Stanton Glens, Suite 498, 72222, Leschstad, Louisiana, United States",3,Single-Family,53000,"157.55.6.12",,0.65,
121360,2022-05-26 21:14:0,2022-05-26 21:19:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"259 Rogahn Flat, Apt. 709, 69110-2799, Moenborough, Arizona, United States",3,Single-Family,8000,"93.96.200.222",,0.65,
121763,2022-05-10 22:31:0,2022-05-10 22:41:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"04058 Cole Roads, Apt. 681, 60808-2599, Ardellaburgh, New Jersey, United States",1,Multi-Family,50000,"186.167.33.71",,0.65,
122166,2022-05-23 10:23:0,2022-05-23 10:40:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"75151 Alva Coves, Apt. 860, 16470-0125, Lake Carletonstad, Idaho, United States",1,Multi-Family,46000,"39.86.188.108",,0.65,
122569,2022-06-09 14:13:0,2022-06-09 14:34:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"438 Marquise Glens, Suite 731, 16563, Port Gay, Alabama, United States",2,Multi-Family,20000,"138.221.170.198",,0.65,
122972,2022-03-02 7:20:0,2022-03-02 7:29:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"0391 Treutel Garden, Suite 140, 60791-6455, Lake Delfinaport, Idaho, United States",2,Multi-Family,39000,"36.197.151.41",,0.65,
123375,2022-06-03 10:11:0,2022-06-03 10:19:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"53825 Wyman Orchard, Apt. 750, 87969-8896, Maggioville, Texas, United States",3,Multi-Family,31000,"124.137.130.253",,0.65,
123778,2022-01-03 18:47:0,2022-01-03 19:6:0,"Adams, Luke",l.adams@randatmail.com,(870)-786-4040,554-24-4957,"0634 Thiel Row, Apt. 363, 43792-0844, Winonaborough, New Hampshire, United States",3,Multi-Family,59000,"60.124.110.195",,0.65,
124181,2022-03-20 10:8:0,2022-03-20 10:12:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"22771 Lueilwitz Glen, Apt. 389, 28396, Port Hershel, Arkansas, United States",1,Single-Family,39000,"52.10.151.222",,0.65,
124584,2022-01-30 1:28:0,2022-01-30 1:37:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"9775 Lubowitz Corner, Suite 094, 82624, Lake Laurel, South Dakota, United States",1,Single-Family,20000,"57.80.194.45",,0.65,
124987,2022-06-10 20:9:0,2022-06-10 20:14:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"080 Moore Court, Apt. 960, 72631, South Damiantown, Oklahoma, United States",2,Single-Family,43000,"150.226.64.184",,0.65,
125390,2022-01-16 19:18:0,2022-01-16 19:32:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"86186 Rosalee Point, Suite 854, 24638, East Gaston, Idaho, United States",2,Single-Family,52000,"89.145.36.233",,0.65,
125793,2022-05-05 11:27:0,2022-05-05 11:48:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"82726 Hazel Tunnel, Suite 682, 85228, Emmymouth, New Hampshire, United States",3,Single-Family,0,"144.130.192.56",,0.65,
126196,2022-04-10 13:31:0,2022-04-10 13:39:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"7901 Laney Estate, Apt. 962, 81497-1931, Lake Robbieton, Montana, United States",3,Single-Family,49000,"92.102.203.231",,0.65,
126599,2022-02-27 4:54:0,2022-02-27 4:58:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"2166 O'Hara Flats, Apt. 499, 67931-6007, Mosciskichester, Texas, United States",1,Multi-Family,55000,"224.250.47.103",,0.65,
127002,2022-04-23 3:22:0,2022-04-23 3:25:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"9863 Kailee Square, Apt. 810, 58490-6998, McLaughlinberg, Delaware, United States",1,Multi-Family,35000,"53.42.218.43",,0.65,
127405,2022-02-23 5:41:0,2022-02-23 5:59:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"962 Ulices Expressway, Apt. 507, 37426-2613, East Greggfort, South Dakota, United States",2,Multi-Family,46000,"192.138.191.233",,0.65,
127808,2022-03-18 22:48:0,2022-03-18 22:54:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"063 Roel Avenue, Apt. 622, 13976, Konopelskiton, Maine, United States",2,Multi-Family,48000,"76.136.149.200",,0.65,
128211,2022-01-03 16:15:0,2022-01-03 16:19:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"5904 Wiza Meadows, Suite 533, 77832-2611, Lazarostad, Idaho, United States",3,Multi-Family,31000,"81.10.148.235",,0.65,
128614,2022-06-11 2:48:0,2022-06-11 3:8:0,"Adams, Maria",m.adams@randatmail.com,(729)-518-4291,640-91-4846,"6918 Rosanna Overpass, Suite 346, 63315, New Caleigh, Oklahoma, United States",3,Multi-Family,29000,"81.70.90.81",,0.65,
129017,2022-02-28 0:10:0,2022-02-28 0:12:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"2694 Clarissa Station, Apt. 395, 05109, South Nelsonport, Pennsylvania, United States",1,Single-Family,46000,"93.178.115.204",,0.65,
129420,2022-04-17 1:53:0,2022-04-17 1:53:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"50101 Gerardo Knolls, Suite 631, 71627, Gavinborough, California, United States",1,Single-Family,59000,"222.4.33.21",,0.65,
129823,2022-06-16 13:48:0,2022-06-16 14:3:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"755 Barton Meadows, Suite 072, 92278, North Jensenfurt, New Jersey, United States",2,Single-Family,49000,"31.70.154.150",,0.65,
130226,2022-03-23 15:40:0,2022-03-23 15:40:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"6392 Henri Gardens, Suite 911, 18542, South Rachel, Indiana, United States",2,Single-Family,9000,"10.102.104.5",,0.65,
130629,2022-01-21 16:11:0,2022-01-21 16:28:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"4538 Everette Meadow, Suite 863, 51364-1240, East Holden, Georgia, United States",3,Single-Family,17000,"172.69.90.185",,0.65,
131032,2022-06-01 9:16:0,2022-06-01 9:28:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"815 Sister Rapids, Apt. 256, 95371-6644, Kohlerchester, Nebraska, United States",3,Single-Family,34000,"52.22.193.97",,0.65,
131435,2022-05-06 3:35:0,2022-05-06 3:42:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"7753 Eudora Rest, Apt. 077, 43998-6882, New Aliyah, California, United States",1,Multi-Family,25000,"9.198.166.116",,0.65,
131838,2022-05-27 15:45:0,2022-05-27 15:51:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"168 Karen Gateway, Suite 545, 64131-0126, Port Hans, Alaska, United States",1,Multi-Family,42000,"230.10.112.211",,0.65,
132241,2022-01-12 12:12:0,2022-01-12 12:16:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"7447 D'Amore Greens, Apt. 013, 36010, Kameronton, Ohio, United States",2,Multi-Family,18000,"223.128.226.80",,0.65,
132644,2022-04-23 10:8:0,2022-04-23 10:26:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"59009 Birdie Wall, Suite 314, 12700-8526, West Karsonborough, Illinois, United States",2,Multi-Family,60000,"168.125.162.137",,0.65,
133047,2022-04-25 6:36:0,2022-04-25 6:56:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"304 Feil Field, Apt. 417, 00492-4299, Arleneshire, West Virginia, United States",3,Multi-Family,32000,"91.154.111.97",,0.65,
133450,2022-03-30 1:23:0,2022-03-30 1:36:0,"Adams, Michael",m.adams@randatmail.com,(074)-097-4690,281-11-8388,"98658 Littel Summit, Suite 442, 21251, Oberbrunnerfort, Tennessee, United States",3,Multi-Family,4000,"114.18.57.220",,0.65,
133853,2022-06-16 13:53:0,2022-06-16 14:2:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"136 Kaia Ways, Suite 423, 03771, Port Phoebe, Virginia, United States",1,Single-Family,45000,"153.69.213.156",,0.65,
134256,2022-01-04 4:38:0,2022-01-04 4:41:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"238 Runte Islands, Apt. 478, 99932, Huelston, Nebraska, United States",1,Single-Family,1000,"41.151.242.93",,0.7,
134659,2022-04-12 19:42:0,2022-04-12 19:57:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"5719 Jameson Manors, Suite 813, 19064-5043, Ziemannhaven, Arizona, United States",2,Single-Family,40000,"162.226.136.115",,0.7,
135062,2022-05-22 15:31:0,2022-05-22 15:41:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"92378 Lindgren Way, Suite 989, 14980-1308, Johnnieland, Minnesota, United States",2,Single-Family,20000,"64.164.212.234",,0.7,
135465,2022-01-03 5:48:0,2022-01-03 5:58:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"4298 Joshuah Stravenue, Apt. 770, 62191, Port Luciofort, South Dakota, United States",3,Single-Family,24000,"33.194.115.0",,0.7,
135868,2022-06-11 14:0:0,2022-06-11 14:10:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"01012 Americo Rapid, Suite 656, 61945-3157, North Hendersonbury, Oklahoma, United States",3,Single-Family,6000,"77.34.70.156",,0.7,
136271,2022-01-31 14:6:0,2022-01-31 14:26:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"090 Gaylord Cliff, Suite 222, 46190-6536, New Ivafort, Oklahoma, United States",1,Multi-Family,10000,"122.31.1.83",,0.7,
136674,2022-01-13 3:27:0,2022-01-13 3:31:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"24688 Balistreri Keys, Suite 946, 31528, Stonestad, Louisiana, United States",1,Multi-Family,58000,"182.48.105.3",,0.7,
137077,2022-02-19 23:24:0,2022-02-19 23:25:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"079 Reymundo Plaza, Apt. 429, 15699-9204, East Damionbury, Michigan, United States",2,Multi-Family,11000,"239.12.90.75",,0.4,
137480,2022-05-31 5:55:0,2022-05-31 6:14:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"12714 Cummings Loaf, Suite 997, 02359, Wernerville, Connecticut, United States",2,Multi-Family,47000,"247.98.93.115",,0.4,
137883,2022-04-14 21:24:0,2022-04-14 21:33:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"8261 Osinski Fort, Suite 495, 35419-2079, Port Rebekah, Idaho, United States",3,Multi-Family,19000,"225.134.213.110",,0.4,
138286,2022-05-11 2:17:0,2022-05-11 2:31:0,"Adams, Tony",t.adams@randatmail.com,(624)-978-9620,268-84-1714,"908 Moses Plains, Suite 581, 17203, Hirtheville, Maine, United States",3,Multi-Family,26000,"16.124.117.42",,0.4,
138689,2022-02-13 10:10:0,2022-02-13 10:13:0,"Alexander, Agata",a.alexander@randatmail.com,(860)-903-3460,679-52-3305,"5382 Lesch Wells, Suite 364, 85188-6161, New Shawn, Michigan, United States",1,Single-Family,46000,"70.135.139.222",,0.4,
139092,2022-02-26 17:21:0,2022-02-26 17:26:0,"Alexander, Agata",a.alexander@randatmail.com,(860)-903-3460,679-52-3305,"07806 Richard Coves, Apt. 310, 13219-2868, Schmittview, Florida, United States",1,Single-Family,21000,"130.89.200.133",,0.4,
139495,2022-06-15 2:49:0,2022-06-15 2:55:0,"Alexander, Agata",a.alexander@randatmail.com,(860)-903-3460,679-52-3305,"13198 Jerome Lodge, Suite 212, 17516, McGlynnstad, Indiana, United States",2,Single-Family,11000,"126.24.178.1",,0.4,
139898,2022-03-18 17:11:0,2022-03-18 17:28:0,"Alexander, Agata",a.alexander@randatmail.com,(860)-903-3460,679-52-3305,"08519 Dane Meadows, Suite 798, 39952-4871, Hoegerville, Wisconsin, United States",2,Single-Family,54000,"119.201.100.174",,0.4,
140301,2022-04-14 23:25:0,2022-04-14 23:37:0,"Alexander, Agata",a.alexander@randatmail.com,(860)-903-3460,679-52-3305,"82508 Julius Heights, Suite 573, 96283-6420, Donaldton, Vermont, United States",3,Single-Family,48000,"126.106.65.182",,0.4,
140704,2022-06-10 17:14:0,2022-06-10 17:27:0,"Alexander, Agata",a.alexander@randatmail.com,(860)-903-3460,679-52-3305,"5419 Renee Mountains, Suite 973, 53782, Lake Abby, Rhode Island, United States",3,Single-Family,48000,"175.223.51.75",,0.4,
141107,2022-05-24 16:18:0,2022-05-24 16:34:0,"Alexander, Agata",a.alexander@randatmail.com,(860)-903-3460,679-52-3305,"551 Sister Mountain, Suite 419, 87431-8625, Kozeyfurt, New Hampshire, United States",1,Multi-Family,42000,"31.209.249.51",,0.4,
