App ID,App Start Time,App Submission Time,Applicant Name,Applicant Email,Applicant Phone,Applicant SSN,Applicant Mailing,Renter Count,Unit Type,Requested Amount,Origin IP,classification, AI_prediction,geoLocation
162466,2/1/2022 5:04,2/1/2022 5:25,"Alexander, Jessica",j.alexander@randatmail.com,(815)-948-3030,960-73-2897,"79846 Kling Ramp, Suite 490, 45776-6928, Cristton, Illinois, United States",1,Single-Family,54000,107.233.192.13,,,
164078,3/1/2022 14:52,3/1/2022 15:12,"Alexander, Jessica",j.alexander@randatmail.com,(815)-948-3030,960-73-2897,"5124 Kilback Brooks, Apt. 024, 89590-6941, Gutkowskitown, Kansas, United States",3,Single-Family,29000,22.60.21.105,,,
164481,5/2/2022 14:41,5/2/2022 14:50,"Alexander, Jessica",j.alexander@randatmail.com,(815)-948-3030,960-73-2897,"5118 Brendon Park, Suite 399, 09641-1882, West Rossie, Kansas, United States",3,Single-Family,44000,30.218.198.129,,,
167705,6/5/2022 21:19,6/5/2022 21:37,"Alexander, Kimberly",k.alexander@randatmail.com,(206)-764-8961,168-88-8605,"42417 Caterina Skyway, Suite 498, 56014-4123, Hellerport, New Hampshire, United States",1,Single-Family,30000,169.9.73.70,,,
168511,4/26/2022 8:43,4/26/2022 9:02,"Alexander, Kimberly",k.alexander@randatmail.com,(206)-764-8961,168-88-8605,"54856 Francisco Port, Suite 278, 59651, Jenkinsfurt, Oklahoma, United States",2,Single-Family,19000,92.176.222.84,,,
169317,4/4/2022 23:33,4/4/2022 23:35,"Alexander, Kimberly",k.alexander@randatmail.com,(206)-764-8961,168-88-8605,"8339 Amely Ports, Apt. 307, 04780, Raegantown, Pennsylvania, United States",3,Single-Family,45000,24.237.148.170,,,
172138,5/11/2022 20:27,5/11/2022 20:31,"Alexander, Miller",m.alexander@randatmail.com,(271)-265-0110,848-00-0000,"8230 Antonia Flats, Suite 735, 50241-7084, Gleasonborough, New York, United States",1,Single-Family,3000,157.75.182.244,,,
173347,3/13/2022 9:02,3/13/2022 9:07,"Alexander, Miller",m.alexander@randatmail.com,(271)-265-0110,848-00-0000,"627 Mosciski Lane, Suite 149, 37799-8393, Adamsbury, Maryland, United States",2,Single-Family,59000,25.252.90.224,,,
173750,6/6/2022 3:07,6/6/2022 3:24,"Alexander, Miller",m.alexander@randatmail.com,(271)-265-0110,848-00-0000,"633 Vanessa Walk, Suite 760, 77083, Felicitybury, Oregon, United States",3,Single-Family,31000,184.151.134.57,,,
174153,1/30/2022 7:31,1/30/2022 7:53,"Alexander, Miller",m.alexander@randatmail.com,(271)-265-0110,848-00-0000,"19125 Graham Curve, Apt. 357, 71581, Trompmouth, New Hampshire, United States",3,Single-Family,48000,3.128.158.101,,,
174959,2/9/2022 15:52,2/9/2022 16:02,"Alexander, Miller",m.alexander@randatmail.com,(271)-265-0110,848-00-0000,"15915 Consuelo Forest, Suite 306, 19619-2568, Titomouth, Delaware, United States",1,Multi-Family,51000,202.234.97.200,,,
177780,3/9/2022 20:42,3/9/2022 20:52,"Alexander, Paige",p.alexander@randatmail.com,(119)-372-9801,241-45-9646,"1525 Ramiro Tunnel, Apt. 258, 11880-3977, West Janicechester, Oregon, United States",2,Single-Family,22000,197.205.100.216,,,
181810,3/13/2022 13:32,3/13/2022 13:34,"Alexander, Richard",r.alexander@randatmail.com,(419)-907-9880,119-46-0442,"865 Wehner Avenue, Apt. 142, 61874, New Russ, West Virginia, United States",1,Single-Family,20000,139.154.203.160,,,
182213,1/26/2022 23:00,1/26/2022 23:11,"Alexander, Richard",r.alexander@randatmail.com,(419)-907-9880,119-46-0442,"185 Marilie Estates, Suite 346, 76693, South Dariusport, Texas, United States",1,Single-Family,34000,207.104.230.213,,,
186646,1/3/2022 16:34,1/3/2022 16:39,"Allen, Abigail",a.allen@randatmail.com,(737)-507-8111,517-53-3762,"77531 Reece Pine, Apt. 484, 73647-0212, Romagueraborough, Wisconsin, United States",1,Single-Family,10000,18.221.27.95,,,
188661,6/4/2022 21:07,6/4/2022 21:09,"Allen, Abigail",a.allen@randatmail.com,(737)-507-8111,517-53-3762,"42355 Durward Ways, Apt. 937, 50084, Nyahburgh, Rhode Island, United States",3,Single-Family,40000,240.144.155.29,,,
191482,3/13/2022 4:21,3/13/2022 4:24,"Allen, Alisa",a.allen@randatmail.com,(229)-412-3450,462-30-1791,"057 Vincenzo Streets, Suite 166, 85883, Alexandraborough, Maine, United States",1,Single-Family,54000,205.160.133.170,,,
199542,1/23/2022 8:22,1/23/2022 8:34,"Allen, Eric",e.allen@randatmail.com,(959)-306-8430,290-61-8061,"1916 Stokes Street, Suite 649, 44540, West Enriquefurt, Nebraska, United States",2,Multi-Family,54000,201.63.35.225,,,
201960,1/8/2022 13:47,1/8/2022 13:48,"Allen, Fenton",f.allen@randatmail.com,(211)-283-1410,696-63-4669,"7151 Gordon Mountain, Suite 089, 10564, Marinaton, Alabama, United States",2,Single-Family,35000,50.109.77.90,,,
203975,6/2/2022 7:18,6/2/2022 7:25,"Allen, Fenton",f.allen@randatmail.com,(211)-283-1410,696-63-4669,"372 Kunze Island, Apt. 134, 11639-0479, Port Gregoriamouth, Montana, United States",1,Multi-Family,54000,132.21.19.122,,,
206393,2/14/2022 5:46,2/14/2022 5:47,"Allen, Henry",h.allen@randatmail.com,(444)-383-2790,447-88-0835,"03065 Will Cove, Apt. 567, 29993-2601, Predovicmouth, North Carolina, United States",1,Single-Family,55000,246.129.184.51,,,
207199,6/6/2022 11:59,6/6/2022 12:14,"Allen, Henry",h.allen@randatmail.com,(444)-383-2790,447-88-0835,"21183 Langosh Island, Apt. 164, 34862, Lake Anita, Tennessee, United States",2,Single-Family,47000,220.134.136.62,,,
208408,3/24/2022 5:12,3/24/2022 5:25,"Allen, Henry",h.allen@randatmail.com,(444)-383-2790,447-88-0835,"47661 Carleton Path, Apt. 099, 31901-0872, West Queen, Vermont, United States",1,Multi-Family,54000,183.17.128.248,,,
210423,5/7/2022 22:00,5/7/2022 22:13,"Allen, Isabella",i.allen@randatmail.com,(408)-636-5880,560-16-5171,"20656 Kenneth Court, Apt. 198, 73030, Bryanamouth, Texas, United States",1,Single-Family,19000,245.75.2.42,,,
210826,1/20/2022 9:18,1/20/2022 9:31,"Allen, Isabella",i.allen@randatmail.com,(408)-636-5880,560-16-5171,"187 Schoen Plains, Suite 813, 22543, Rickyfort, Georgia, United States",1,Single-Family,12000,218.202.46.112,,,
211229,5/6/2022 18:08,5/6/2022 18:20,"Allen, Isabella",i.allen@randatmail.com,(408)-636-5880,560-16-5171,"240 Rice Mountain, Suite 769, 45469, Cruickshankland, Delaware, United States",2,Single-Family,24000,15.8.186.49,,,
211632,2/21/2022 12:52,2/21/2022 13:01,"Allen, Isabella",i.allen@randatmail.com,(408)-636-5880,560-16-5171,"3075 Cleta Ridge, Apt. 211, 42189, Ziemannchester, Indiana, United States",2,Single-Family,51000,214.79.6.128,,,
212438,2/17/2022 2:30,2/17/2022 2:44,"Allen, Isabella",i.allen@randatmail.com,(408)-636-5880,560-16-5171,"346 Smith Gardens, Apt. 586, 15094, Port Ralphport, Hawaii, United States",3,Single-Family,43000,26.82.103.62,,,
213647,1/21/2022 0:42,1/21/2022 1:00,"Allen, Isabella",i.allen@randatmail.com,(408)-636-5880,560-16-5171,"345 Allan Cliff, Apt. 308, 34186-8275, Connieside, Oklahoma, United States",2,Multi-Family,57000,2.2.65.135,,,
218483,2/7/2022 8:28,2/7/2022 8:44,"Allen, Melissa",m.allen@randatmail.com,(226)-620-0580,674-88-4730,"397 Alex Gateway, Suite 669, 09723, New Charlene, Georgia, United States",2,Multi-Family,57000,83.6.219.37,,,
220095,6/9/2022 22:12,6/9/2022 22:24,"Allen, Wilson",w.allen@randatmail.com,(901)-748-9990,538-36-9670,"4316 Jayda Rue, Apt. 406, 58875-1362, Carolanneland, Kansas, United States",1,Single-Family,22000,49.151.118.188,,,
221304,5/31/2022 12:50,5/31/2022 12:56,"Allen, Wilson",w.allen@randatmail.com,(901)-748-9990,538-36-9670,"164 Ali Ridges, Apt. 704, 94168, Franeckiberg, Delaware, United States",2,Single-Family,27000,245.113.249.106,,,
221707,5/14/2022 17:06,5/14/2022 17:15,"Allen, Wilson",w.allen@randatmail.com,(901)-748-9990,538-36-9670,"36607 Mitchell Row, Suite 942, 48454-8670, Raymondborough, California, United States",3,Single-Family,52000,141.160.152.217,,,
222513,1/19/2022 20:51,1/19/2022 20:58,"Allen, Wilson",w.allen@randatmail.com,(901)-748-9990,538-36-9670,"06562 Jaskolski Estates, Suite 526, 42001, Rosenbaumton, Massachusetts, United States",1,Multi-Family,52000,112.117.30.187,,,
224931,3/30/2022 6:31,3/30/2022 6:38,"Anderson, Adelaide",a.anderson@randatmail.com,(017)-191-5530,227-57-9874,"589 Karl Forest, Suite 349, 23242-1537, Brayanland, Idaho, United States",1,Single-Family,37000,130.117.235.145,,,
226140,3/16/2022 19:03,3/16/2022 19:13,"Anderson, Adelaide",a.anderson@randatmail.com,(017)-191-5530,227-57-9874,"879 Ondricka Plaza, Suite 313, 92715-9755, South Williamview, Arkansas, United States",2,Single-Family,53000,105.243.225.239,,,
226946,3/2/2022 22:15,3/2/2022 22:23,"Anderson, Adelaide",a.anderson@randatmail.com,(017)-191-5530,227-57-9874,"9629 Goldner Hill, Suite 339, 40054-8235, South Antonia, Alaska, United States",3,Single-Family,31000,93.158.59.112,,,
230573,3/21/2022 21:08,3/21/2022 21:26,"Anderson, Alen",a.anderson@randatmail.com,(948)-020-2420,331-60-9592,"8280 Caleb Canyon, Suite 090, 22904, Larsonfort, Texas, United States",2,Single-Family,19000,178.238.131.59,,,
236618,3/31/2022 5:28,3/31/2022 5:30,"Anderson, Alfred",a.anderson@randatmail.com,(960)-003-5931,915-70-1097,"2866 Mabel Unions, Apt. 689, 52029-8238, Lake Kyleighton, Arkansas, United States",3,Single-Family,8000,52.230.55.181,,,
243469,1/17/2022 23:27,1/17/2022 23:41,"Anderson, Arthur",a.anderson@randatmail.com,(885)-844-7700,746-67-0563,"827 Ziemann Mountain, Apt. 420, 37449-7386, Port Zackbury, North Dakota, United States",3,Multi-Family,53000,135.17.141.88,,,
244275,3/15/2022 16:36,3/15/2022 16:42,"Anderson, David",d.anderson@randatmail.com,(780)-078-9781,786-18-3941,"390 Tillman Way, Suite 703, 40747-2361, Jeanettefort, Massachusetts, United States",1,Single-Family,40000,85.156.231.155,,,
245887,5/29/2022 19:14,5/29/2022 19:21,"Anderson, David",d.anderson@randatmail.com,(780)-078-9781,786-18-3941,"603 Cortez Plains, Apt. 172, 81740, Nickolaston, Virginia, United States",3,Single-Family,46000,213.217.72.42,,,
249514,5/14/2022 7:29,5/14/2022 7:46,"Anderson, George",g.anderson@randatmail.com,(731)-563-1891,670-76-9917,"682 Perry Plains, Apt. 544, 03795-9535, Port Leanne, Washington, United States",1,Single-Family,11000,13.13.71.204,,,
253947,2/20/2022 2:27,2/20/2022 2:48,"Anderson, Haris",h.anderson@randatmail.com,(838)-466-3671,745-66-1103,"4481 Keanu Bridge, Apt. 415, 31731-6114, Port Guadalupeshire, New Hampshire, United States",1,Single-Family,20000,19.31.108.95,,,
259186,6/17/2022 17:42,6/17/2022 17:54,"Anderson, Henry",h.anderson@randatmail.com,(818)-130-9480,269-74-9817,"336 Enola Lane, Apt. 524, 07284-5298, West Lillianmouth, Rhode Island, United States",1,Single-Family,11000,123.10.104.18,,,
259589,3/8/2022 2:08,3/8/2022 2:30,"Anderson, Henry",h.anderson@randatmail.com,(818)-130-9480,269-74-9817,"976 Sporer Lodge, Suite 957, 32141, South Nicklaustown, New Jersey, United States",2,Single-Family,21000,247.62.47.137,,,
260798,3/30/2022 15:06,3/30/2022 15:13,"Anderson, Henry",h.anderson@randatmail.com,(818)-130-9480,269-74-9817,"18626 Hilll Oval, Apt. 762, 55804-5080, West Kory, Arizona, United States",3,Single-Family,48000,52.70.59.197,,,
261604,2/28/2022 1:12,2/28/2022 1:31,"Anderson, Henry",h.anderson@randatmail.com,(818)-130-9480,269-74-9817,"375 Queenie Fork, Apt. 757, 00220, West Leo, Maryland, United States",2,Multi-Family,58000,4.188.33.170,,,
262007,2/28/2022 11:24,2/28/2022 11:26,"Anderson, Henry",h.anderson@randatmail.com,(818)-130-9480,269-74-9817,"046 Jude Club, Apt. 563, 19373-4193, West Vernonbury, Oklahoma, United States",2,Multi-Family,53000,38.87.40.60,,,
264022,5/7/2022 4:30,5/7/2022 4:47,"Anderson, Jared",j.anderson@randatmail.com,(896)-123-7510,250-20-9398,"7784 Doyle Flat, Apt. 807, 25377, Roweton, Arkansas, United States",2,Single-Family,52000,115.103.5.241,,,
266440,4/23/2022 21:26,4/23/2022 21:30,"Anderson, Jared",j.anderson@randatmail.com,(896)-123-7510,250-20-9398,"130 Alvena Meadow, Suite 614, 21672, East Justina, Kentucky, United States",2,Multi-Family,55000,114.11.191.42,,,
272888,3/21/2022 16:57,3/21/2022 17:02,"Anderson, Miller",m.anderson@randatmail.com,(385)-443-0380,131-80-0479,"7550 Helga Rue, Apt. 356, 57900, East Candace, Vermont, United States",1,Single-Family,39000,14.25.22.230,,,
279739,6/9/2022 16:58,6/9/2022 16:59,"Anderson, Samantha",s.anderson@randatmail.com,(122)-861-0300,206-50-1957,"174 Kunde Groves, Apt. 633, 87114, Lake Mertie, Delaware, United States",3,Single-Family,25000,234.5.230.109,,,
282560,4/12/2022 12:52,4/12/2022 13:00,"Andrews, Amanda",a.andrews@randatmail.com,(613)-989-8870,860-09-2391,"0707 Rosina Green, Suite 108, 39325, Lamontborough, North Dakota, United States",1,Single-Family,14000,182.86.125.4,,,
283769,2/22/2022 8:02,2/22/2022 8:04,"Andrews, Amanda",a.andrews@randatmail.com,(613)-989-8870,860-09-2391,"232 Tatyana Brook, Apt. 122, 87905, Odaton, Delaware, United States",2,Single-Family,0,147.125.71.196,,,
285784,2/16/2022 16:38,2/16/2022 16:55,"Andrews, Amanda",a.andrews@randatmail.com,(613)-989-8870,860-09-2391,"068 Kathleen Parks, Suite 035, 91238, East Lucious, Colorado, United States",2,Multi-Family,56000,106.204.47.205,,,
288202,4/25/2022 1:57,4/25/2022 2:08,"Andrews, Eleanor",e.andrews@randatmail.com,(748)-454-4700,261-83-0998,"3874 Alvis Green, Suite 563, 20341, Jodieside, North Dakota, United States",2,Single-Family,41000,104.91.109.7,,,
291023,5/7/2022 16:42,5/7/2022 16:54,"Andrews, Eleanor",e.andrews@randatmail.com,(748)-454-4700,261-83-0998,"823 Runte Ramp, Suite 845, 66915-9609, Lake Travonland, Oregon, United States",2,Multi-Family,51000,202.45.186.170,,,
292635,2/25/2022 22:56,2/25/2022 23:15,"Andrews, Lana",l.andrews@randatmail.com,(183)-732-6220,268-08-4363,"612 Welch Overpass, Suite 185, 61950, Jessycaside, Alaska, United States",1,Single-Family,38000,45.140.221.9,,,
293441,4/11/2022 20:39,4/11/2022 20:44,"Andrews, Lana",l.andrews@randatmail.com,(183)-732-6220,268-08-4363,"7443 Bernadette Hills, Suite 064, 24336-9438, Hodkiewiczland, Florida, United States",2,Single-Family,46000,155.99.9.27,,,
294650,5/25/2022 21:06,5/25/2022 21:24,"Andrews, Lana",l.andrews@randatmail.com,(183)-732-6220,268-08-4363,"2476 Esther Ports, Apt. 250, 64490-3849, Ondrickatown, Illinois, United States",1,Multi-Family,57000,201.47.243.185,,,
297471,5/7/2022 16:07,5/7/2022 16:16,"Andrews, Roland",r.andrews@randatmail.com,(412)-192-2361,131-69-7161,"70876 Daugherty Knolls, Suite 629, 39825-1914, East Lauryborough, South Carolina, United States",1,Single-Family,44000,240.8.74.106,,,
298680,5/16/2022 4:45,5/16/2022 4:47,"Andrews, Roland",r.andrews@randatmail.com,(412)-192-2361,131-69-7161,"868 Hills Vista, Suite 624, 43074-0658, Port Jaydenville, Ohio, United States",3,Single-Family,52000,145.151.166.235,,,
302307,5/30/2022 14:00,5/30/2022 14:18,"Andrews, Sam",s.andrews@randatmail.com,(963)-993-0891,575-86-8402,"9360 Leuschke Valleys, Apt. 502, 59072, New Heidi, West Virginia, United States",1,Single-Family,5000,129.1.161.209,,,
302710,6/7/2022 3:27,6/7/2022 3:41,"Andrews, Sam",s.andrews@randatmail.com,(963)-993-0891,575-86-8402,"560 Hilbert Lights, Apt. 612, 00326-6478, North Noahmouth, Nevada, United States",2,Single-Family,49000,38.177.232.171,,,
303516,1/30/2022 14:19,1/30/2022 14:26,"Andrews, Sam",s.andrews@randatmail.com,(963)-993-0891,575-86-8402,"4637 Stehr Islands, Apt. 974, 53973, Johnnyside, Connecticut, United States",3,Single-Family,55000,127.196.249.130,,,
307546,4/15/2022 21:04,4/15/2022 21:12,"Andrews, Samantha",s.andrews@randatmail.com,(381)-858-1831,703-47-1735,"035 Treutel Trace, Apt. 240, 99515-5462, East Valentine, Oregon, United States",2,Single-Family,2000,104.94.204.133,,,
308352,1/15/2022 19:44,1/15/2022 19:54,"Andrews, Samantha",s.andrews@randatmail.com,(381)-858-1831,703-47-1735,"610 White Meadows, Apt. 739, 45595, South Violette, North Carolina, United States",3,Single-Family,9000,44.168.141.106,,,
310770,3/1/2022 21:48,3/1/2022 22:07,"Andrews, Samantha",s.andrews@randatmail.com,(381)-858-1831,703-47-1735,"7024 Kutch Tunnel, Apt. 124, 35212, Abernathymouth, Missouri, United States",3,Multi-Family,57000,165.236.250.170,,,
312382,4/25/2022 8:45,4/25/2022 8:58,"Andrews, Vivian",v.andrews@randatmail.com,(852)-223-2750,707-14-0908,"957 Larson Rest, Apt. 359, 03068-0635, Klockoshire, Georgia, United States",2,Single-Family,27000,153.124.243.4,,,
317218,5/10/2022 13:44,5/10/2022 13:55,"Armstrong, Abraham",a.armstrong@randatmail.com,(900)-157-3011,116-61-2426,"4713 Leone Ports, Suite 086, 47425, Mannhaven, Wyoming, United States",2,Single-Family,28000,197.211.133.43,,,
317621,3/13/2022 18:34,3/13/2022 18:45,"Armstrong, Abraham",a.armstrong@randatmail.com,(900)-157-3011,116-61-2426,"796 Chaim Union, Apt. 410, 84375, New Gradymouth, Tennessee, United States",3,Single-Family,42000,110.201.88.50,,,
320845,5/21/2022 10:08,5/21/2022 10:24,"Armstrong, Adele",a.armstrong@randatmail.com,(169)-008-8331,636-45-2955,"720 Rossie Pass, Suite 228, 44736, East Maciemouth, Alabama, United States",1,Single-Family,9000,132.62.75.110,,,
321248,4/21/2022 1:36,4/21/2022 1:45,"Armstrong, Adele",a.armstrong@randatmail.com,(169)-008-8331,636-45-2955,"84114 King Oval, Apt. 704, 54417-3489, West Jademouth, Tennessee, United States",1,Single-Family,8000,40.111.105.140,,,
324875,1/4/2022 8:37,1/4/2022 8:37,"Armstrong, Adele",a.armstrong@randatmail.com,(169)-008-8331,636-45-2955,"0145 Garrison Village, Suite 505, 82772, New Anne, Wyoming, United States",3,Multi-Family,22000,73.241.227.226,,,
325681,6/14/2022 11:17,6/14/2022 11:25,"Armstrong, Aida",a.armstrong@randatmail.com,(430)-571-6771,362-59-8003,"7699 Fay Knolls, Suite 880, 25918-5629, Mrazmouth, Rhode Island, United States",1,Single-Family,42000,158.188.47.36,,,
326890,1/25/2022 9:17,1/25/2022 9:39,"Armstrong, Aida",a.armstrong@randatmail.com,(430)-571-6771,362-59-8003,"69132 Sonny Harbors, Apt. 605, 52189-8445, North Florine, Georgia, United States",2,Single-Family,24000,173.70.214.80,,,
327293,2/27/2022 18:19,2/27/2022 18:21,"Armstrong, Aida",a.armstrong@randatmail.com,(430)-571-6771,362-59-8003,"222 Gertrude Cliff, Apt. 869, 42701-9665, South Andresborough, Indiana, United States",3,Single-Family,8000,197.149.97.226,,,
328502,3/30/2022 12:05,3/30/2022 12:12,"Armstrong, Aida",a.armstrong@randatmail.com,(430)-571-6771,362-59-8003,"12084 Kulas Course, Suite 394, 54922, Ornfort, Florida, United States",1,Multi-Family,59000,252.229.101.61,,,
330517,2/12/2022 15:58,2/12/2022 16:04,"Armstrong, Antony",a.armstrong@randatmail.com,(031)-516-5331,967-08-5502,"8240 Sincere Unions, Suite 757, 83203, South Anjali, Idaho, United States",1,Single-Family,1000,112.150.3.211,,,
331726,3/3/2022 7:20,3/3/2022 7:22,"Armstrong, Antony",a.armstrong@randatmail.com,(031)-516-5331,967-08-5502,"174 Ruby Mountain, Apt. 988, 19416-3256, Ovamouth, Wyoming, United States",2,Single-Family,49000,141.253.19.50,,,
332129,1/29/2022 14:48,1/29/2022 15:02,"Armstrong, Antony",a.armstrong@randatmail.com,(031)-516-5331,967-08-5502,"5251 Sydni Ridges, Apt. 523, 52583, Port Ayla, Kansas, United States",3,Single-Family,6000,120.36.191.219,,,
332532,4/23/2022 20:08,4/23/2022 20:28,"Armstrong, Antony",a.armstrong@randatmail.com,(031)-516-5331,967-08-5502,"88433 Moore Passage, Apt. 909, 81210, Lucianoland, Massachusetts, United States",3,Single-Family,2000,167.82.5.179,,,
334144,3/20/2022 12:30,3/20/2022 12:39,"Armstrong, Antony",a.armstrong@randatmail.com,(031)-516-5331,967-08-5502,"592 Kassulke Alley, Apt. 408, 45722, Lake Webstermouth, California, United States",2,Multi-Family,54000,252.222.3.77,,,
