app_id,app_start_time,app_submission_time,applicant_name,app_email,app_onphone,app_ssn,app_mailing,renter,unit_type,requested_amount,origin_ip,classification,AI_prediction,geoLocation
1003930,2022-05-10 5:2:55,2022-05-10 5:24:41,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"7583 Witting Fords, Apt. 646, 04198-7809, Lednerburgh, South Dakota, United States",2,Single-Family,46000,138.176.225.126,Not_Fraud,0.7,United States
100404,2022-05-09 20:31:01,2022-05-09 20:44:01,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"44176 Bailey Mills, Apt. 449, 86031, East Selmerburgh, Oregon, United States",1,Single-Family,24000,98.26.230.123,Not_Fraud,0.7,United States
1004333,2022-05-03 11:42:28,2022-05-03 11:46:15,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"05886 Goodwin Grove, Suite 458, 38074, East Daynaburgh, Alabama, United States",3,Single-Family,23000,226.240.84.226,Not_Fraud,0.7,
1004736,2022-01-18 16:29:32,2022-01-18 16:39:17,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"71274 Nicholas Estate, Apt. 248, 81086-2142, Dibbertfurt, West Virginia, United States",3,Single-Family,7000,157.159.75.198,Not_Fraud,0.7,France
1005139,2022-01-23 15:25:59,2022-01-23 15:39:16,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"2164 Blanda Parkway, Apt. 963, 15807, Jotown, Oklahoma, United States",1,Multi-Family,43000,234.184.255.240,Not_Fraud,0.7,
1005542,2022-04-21 8:2:59,2022-04-21 8:3:55,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"44164 Schneider Coves, Apt. 568, 41171, New Adelia, Iowa, United States",1,Multi-Family,46000,32.104.223.84,Fraud,0.7,United States
1005945,2022-04-03 1:6:41,2022-04-03 1:28:28,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"48282 Russel Rapid, Suite 693, 79920, Lake Kristaburgh, Massachusetts, United States",2,Multi-Family,11000,96.206.230.223,Not_Fraud,0.7,United States
1006348,2022-06-02 8:22:30,2022-06-02 8:23:30,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"5732 Brain Summit, Apt. 957, 58966-6469, Hodkiewiczshire, Alaska, United States",2,Multi-Family,57000,56.131.181.25,,0.7,United States
1006751,2022-01-13 14:20:06,2022-01-13 14:39:19,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"54236 Cecile Light, Apt. 113, 37138, West Nikkoton, Massachusetts, United States",3,Multi-Family,25000,48.73.158.235,,0.7,United States
1007154,2022-05-18 3:39:07,2022-05-18 3:48:20,"Cole, Eric",e.cole@randatmail.com,(521)-456-1491,772-44-2498,"82076 Crooks Unions, Apt. 688, 52021-6073, Lake Ernestine, Florida, United States",3,Multi-Family,30000,171.41.233.97,Not_Fraud,0.7,China
1007557,2022-05-09 1:38:24,2022-05-09 1:49:26,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"71033 Edgar Estates, Apt. 040, 78976, Brownchester, North Dakota, United States",1,Single-Family,24000,74.133.48.121,Not_Fraud,0.7,United States
1007960,2022-01-22 3:12:46,2022-01-22 3:13:15,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"8520 Destiney Street, Suite 075, 77933, Frederikport, Wisconsin, United States",1,Single-Family,51000,0.130.12.60,,0.65,
100807,2022-01-18 20:7:57,2022-01-18 20:17:20,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"5280 Wolf Village, Suite 279, 11986-1255, North Adrianna, Delaware, United States",2,Single-Family,21000,36.236.127.5,,0.7,Taiwan
1008363,2022-06-07 4:39:22,2022-06-07 4:57:02,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"008 Swaniawski Locks, Apt. 543, 89042-2935, Port Rudy, Connecticut, United States",2,Single-Family,49000,173.181.72.245,Not_Fraud,0.7,Canada
1008766,2022-03-09 7:10:26,2022-03-09 7:24:20,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"77459 Herta Avenue, Suite 206, 11987, Port Monroefurt, Hawaii, United States",2,Single-Family,10000,26.208.80.201,,0.7,United States
1009169,2022-04-09 1:46:45,2022-04-09 1:56:15,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"161 Turner Underpass, Apt. 004, 72954-8827, West Norberthaven, Alabama, United States",3,Single-Family,38000,64.164.189.173,Not_Fraud,0.7,United States
1009572,2022-06-02 15:33:59,2022-06-02 15:50:20,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"7434 Adriel Stravenue, Apt. 758, 82050, Whiteland, Connecticut, United States",3,Single-Family,56000,82.9.244.118,Fraud,0.7,United Kingdom
1009975,2022-01-08 1:50:00,2022-01-08 2:9:52,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"46023 Mosciski Greens, Suite 218, 59740, Christianaview, South Carolina, United States",1,Multi-Family,51000,226.27.26.220,Fraud,0.7,
1010378,2022-04-18 14:36:42,2022-04-18 14:53:04,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"730 Kelvin Oval, Suite 617, 40626, Port Michele, Tennessee, United States",1,Multi-Family,55000,28.167.9.248,Fraud,0.7,United States
1010781,2022-04-12 16:9:15,2022-04-12 16:16:23,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"5175 Justus Loop, Apt. 938, 05500-7126, Lucieton, Ohio, United States",2,Multi-Family,40000,212.85.135.251,Not_Fraud,0.7,France
1011184,2022-06-07 16:3:30,2022-06-07 16:14:25,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"6618 Verner Courts, Suite 741, 35275, West Madalineside, Maryland, United States",2,Multi-Family,57000,141.180.192.40,Fraud,0.7,United States
1011587,2022-04-22 21:53:38,2022-04-22 22:3:43,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"254 Barry Field, Apt. 645, 18031-9018, Kuphalton, Alabama, United States",3,Multi-Family,19000,23.54.38.254,Not_Fraud,0.7,United States
1011990,2022-03-26 2:33:34,2022-03-26 2:37:28,"Cole, Harold",h.cole@randatmail.com,(043)-743-9721,369-74-1305,"0873 Powlowski Parks, Apt. 281, 59782-3691, Lucianoland, Nevada, United States",3,Multi-Family,27000,125.206.119.169,Not_Fraud,0.7,Japan
101210,2022-02-13 5:0:51,2022-02-13 5:17:09,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"46047 Crona Lake, Suite 938, 91973-3901, Leschbury, Nebraska, United States",2,Single-Family,34000,114.186.193.170,,0.7,Japan
1012393,2022-02-20 4:34:13,2022-02-20 4:43:06,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"59960 Stokes Fall, Apt. 165, 34526, New Coleman, Kentucky, United States",1,Single-Family,21000,155.197.167.14,Not_Fraud,0.7,United States
1012796,2022-06-13 18:1:49,2022-06-13 18:9:10,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"113 Williamson Spurs, Apt. 458, 56086-2583, Bryceton, Montana, United States",1,Single-Family,6000,195.3.56.21,,0.7,France
1013199,2022-04-16 7:52:17,2022-04-16 7:52:51,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"2889 Konopelski Union, Apt. 471, 58228, Lake Maraville, Maine, United States",2,Single-Family,55000,54.253.103.38,Fraud,0.7,Australia
1013602,2022-05-19 22:5:52,2022-05-19 22:22:56,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"25605 Fadel Walk, Apt. 079, 94455, North Ally, Vermont, United States",3,Single-Family,16000,25.56.1.62,,0.7,United Kingdom
1014005,2022-03-25 5:4:33,2022-03-25 5:10:51,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"38916 Johnson Center, Suite 034, 97995-9729, Delilahland, Alabama, United States",3,Single-Family,12000,138.33.36.134,Not_Fraud,0.7,United States
1014408,2022-02-02 7:32:52,2022-02-02 7:46:49,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"75697 Justen Plaza, Apt. 085, 46707, Lake Zena, Colorado, United States",1,Multi-Family,23000,56.200.169.77,Not_Fraud,0.7,United States
1014811,2022-04-16 1:36:47,2022-04-16 1:51:18,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"935 Kassulke Loaf, Apt. 170, 97770, Carolehaven, South Dakota, United States",1,Multi-Family,44000,162.197.37.224,,0.7,United States
1015214,2022-01-11 12:30:52,2022-01-11 12:40:15,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"261 Kemmer Bypass, Suite 344, 78862-7420, Joymouth, Hawaii, United States",2,Multi-Family,40000,89.252.237.48,Not_Fraud,0.7,Bulgaria
1015617,2022-06-05 1:22:43,2022-06-05 1:24:19,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"386 Vandervort Road, Apt. 415, 84676-4774, Lindgrenland, Minnesota, United States",2,Multi-Family,25000,128.235.146.252,Not_Fraud,0.7,United States
1016020,2022-02-23 23:45:36,2022-02-23 23:47:09,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"475 Hailey Springs, Suite 099, 90810, Tillmanchester, West Virginia, United States",3,Multi-Family,58000,55.66.90.142,Fraud,0.7,United States
101613,2022-05-23 22:3:41,2022-05-23 22:14:24,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"7700 Nikko Trace, Suite 847, 59174, North Oral, Minnesota, United States",3,Single-Family,45000,141.45.203.127,Not_Fraud,0.7,Germany
1016423,2022-05-07 15:40:01,2022-05-07 15:53:49,"Cole, Lilianna",l.cole@randatmail.com,(245)-964-8520,638-40-4449,"41378 Selmer Shoals, Suite 329, 22266, New Perry, Washington, United States",3,Multi-Family,21000,147.128.174.116,Not_Fraud,0.7,United States
1016826,2022-04-17 22:30:00,2022-04-17 22:50:42,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"768 Bogisich Fork, Suite 862, 41868-5346, Kohlerberg, Nevada, United States",1,Single-Family,30000,26.223.128.59,,0.7,United States
1017229,2022-05-23 23:25:45,2022-05-23 23:35:36,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"000 Coralie Groves, Apt. 344, 05617-2275, Schummstad, Illinois, United States",1,Single-Family,47000,115.35.140.174,Not_Fraud,0.7,China
1017632,2022-03-16 16:25:57,2022-03-16 16:47:30,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"7276 Murray Forge, Suite 503, 99192-4796, Margueriteton, Vermont, United States",2,Single-Family,19000,69.116.213.169,Not_Fraud,0.7,United States
1018035,2022-05-19 9:33:24,2022-05-19 9:34:18,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"467 Roger Avenue, Apt. 716, 47420, South Giovannyville, Rhode Island, United States",2,Single-Family,36000,199.185.118.115,Fraud,0.7,Canada
1018438,2022-01-05 8:32:21,2022-01-05 8:43:55,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"6341 Beahan Way, Suite 591, 57428-9520, Baileyshire, Wisconsin, United States",3,Single-Family,53000,79.124.57.72,Fraud,0.7,Bulgaria
1018841,2022-06-14 0:15:50,2022-06-14 0:37:54,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"55717 Gusikowski Radial, Apt. 672, 67559, Zboncakstad, Pennsylvania, United States",3,Single-Family,38000,149.8.136.188,Not_Fraud,0.7,United States
1019244,2022-05-24 12:13:40,2022-05-24 12:22:37,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"1490 Yundt Vista, Apt. 902, 54119, Johnstonton, New Jersey, United States",1,Multi-Family,6000,57.191.208.239,Not_Fraud,0.7,Belgium
1019647,2022-05-07 7:35:34,2022-05-07 7:46:56,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"297 Greg Ports, Apt. 397, 28878-7638, Donnachester, Arkansas, United States",1,Multi-Family,58000,35.90.48.127,Fraud,0.7,United States
1020050,2022-01-06 20:21:10,2022-01-06 20:29:21,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"981 Hettinger Flats, Suite 386, 66467-2725, Timothystad, West Virginia, United States",2,Multi-Family,35000,92.198.77.217,Not_Fraud,0.7,Germany
102016,2022-03-25 8:13:08,2022-03-25 8:16:42,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"3816 Marques Springs, Apt. 949, 92681, West Marcelinoburgh, South Carolina, United States",3,Single-Family,21000,66.26.215.79,Not_Fraud,0.7,United States
1020453,2022-01-29 16:25:47,2022-01-29 16:48:08,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"028 Kale Islands, Suite 436, 84071-8682, Port Marshall, Iowa, United States",2,Multi-Family,35000,147.214.35.97,,0.7,Sweden
1020856,2022-01-14 8:29:50,2022-01-14 8:33:11,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"80625 Hoeger Shoal, Apt. 356, 38549-2507, South Austin, Texas, United States",3,Multi-Family,43000,146.150.7.116,Not_Fraud,0.7,United States
1021259,2022-03-01 10:17:52,2022-03-01 10:29:47,"Cole, Maximilian",m.cole@randatmail.com,(162)-065-7801,263-89-3242,"410 Kohler Stream, Apt. 728, 17789-1704, South Aliya, Michigan, United States",3,Multi-Family,24000,113.218.107.251,,0.7,China
1021662,2022-05-31 19:49:29,2022-05-31 20:10:32,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"2386 Bernhard Junctions, Suite 838, 22291-0211, Legrosview, Iowa, United States",1,Single-Family,21000,190.104.180.119,,0.7,Paraguay
1022065,2022-05-22 17:15:19,2022-05-22 17:31:17,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"13590 Willy Expressway, Suite 653, 75171-0908, Port Noelia, California, United States",1,Single-Family,34000,75.41.195.241,Not_Fraud,0.7,United States
1022468,2022-04-17 21:44:46,2022-04-17 21:53:24,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"612 Garret Extensions, Suite 244, 75727-1028, New Corymouth, Montana, United States",2,Single-Family,41000,68.36.220.37,Not_Fraud,0.7,United States
1022871,2022-01-03 2:20:09,2022-01-03 2:28:58,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"14223 Minerva Cliffs, Suite 544, 14819-1128, Lake Norenehaven, Minnesota, United States",2,Single-Family,52000,35.69.112.154,Fraud,0.7,United States
1023274,2022-02-06 19:41:01,2022-02-06 20:2:52,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"2625 Ondricka Underpass, Suite 793, 70378-0836, Lake Alanna, Indiana, United States",3,Single-Family,35000,73.154.230.102,,0.7,United States
1023677,2022-03-29 21:50:09,2022-03-29 21:59:00,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"85898 Thiel Manors, Suite 146, 50674, Satterfieldborough, Hawaii, United States",3,Single-Family,6000,140.76.68.91,Not_Fraud,0.7,United States
1024080,2022-02-19 14:33:40,2022-02-19 14:48:43,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"65553 Runolfsson Junction, Suite 490, 43841, Lake Jayson, Florida, United States",1,Multi-Family,0,157.25.21.147,Not_Fraud,0.7,Poland
102419,2022-01-09 1:50:47,2022-01-09 2:3:03,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"94613 Jones Roads, Suite 314, 21084-4775, Schmittfurt, Oklahoma, United States",1,Multi-Family,40000,227.138.39.222,Not_Fraud,0.7,
1024483,2022-04-19 13:28:16,2022-04-19 13:46:55,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"79159 Bogan Junctions, Suite 246, 26913-7448, Borerstad, Florida, United States",1,Multi-Family,55000,154.172.167.80,Fraud,0.7,Ghana
1024886,2022-03-31 0:21:36,2022-03-31 0:27:38,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"743 Prosacco Estates, Apt. 844, 28963, Janniebury, Utah, United States",2,Multi-Family,38000,188.184.204.130,Not_Fraud,0.7,Switzerland
1025289,2022-03-28 12:3:15,2022-03-28 12:17:57,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"1868 Alysson Loop, Apt. 507, 49229, Emmanuelleton, Georgia, United States",2,Multi-Family,33000,108.206.161.119,Not_Fraud,0.7,United States
1025692,2022-01-24 0:9:04,2022-01-24 0:21:49,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"22131 Heaney Run, Apt. 417, 68268-0636, East Roel, Iowa, United States",3,Multi-Family,28000,238.10.225.108,Not_Fraud,0.7,
1026095,2022-02-19 5:33:33,2022-02-19 5:45:57,"Cole, Olivia",o.cole@randatmail.com,(551)-325-9830,825-02-6922,"5655 Sawayn Motorway, Apt. 203, 64072-5330, North Brandon, Michigan, United States",3,Multi-Family,57000,8.222.146.80,Fraud,0.7,Singapore
1026498,2022-04-03 23:58:40,2022-04-04 0:20:26,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"9250 Heaven Vista, Apt. 254, 93823-1619, Loriville, West Virginia, United States",1,Single-Family,31000,14.67.70.35,Not_Fraud,0.7,South Korea
1026901,2022-01-22 7:3:20,2022-01-22 7:22:21,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"267 Price Circle, Suite 843, 67813, Denesikmouth, Massachusetts, United States",1,Single-Family,14000,75.190.1.221,Not_Fraud,0.7,United States
1027304,2022-01-22 10:16:28,2022-01-22 10:16:37,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"6007 Dare River, Apt. 689, 60461-8143, Mannmouth, Wisconsin, United States",2,Single-Family,45000,194.86.199.217,Fraud,0.65,Finland
1027707,2022-04-30 8:41:24,2022-04-30 8:52:21,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"1072 Tremaine Trace, Suite 817, 60814, West Ivahhaven, Arizona, United States",2,Single-Family,9000,24.212.161.89,Not_Fraud,0.7,Canada
1028110,2022-01-17 19:16:30,2022-01-17 19:30:00,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"27848 Ruecker Ridge, Apt. 587, 04751, Yvonneside, Delaware, United States",3,Single-Family,29000,88.174.134.146,Not_Fraud,0.7,France
102822,2022-02-27 10:55:51,2022-02-27 11:15:11,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"8151 Isac Inlet, Apt. 860, 07158-1336, Kaiatown, Alaska, United States",1,Multi-Family,48000,254.210.87.122,Not_Fraud,0.7,
1028513,2022-05-01 9:34:59,2022-05-01 9:55:44,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"717 Lilyan Loop, Suite 884, 96418-0167, North Guadalupe, Washington, United States",3,Single-Family,3000,6.23.238.89,Not_Fraud,0.7,United States
1028916,2022-03-19 18:24:44,2022-03-19 18:28:59,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"32405 Nickolas Forks, Suite 866, 91233-1014, East Kristianton, Arkansas, United States",1,Multi-Family,57000,50.209.35.193,Fraud,0.7,United States
1029319,2022-01-05 18:55:28,2022-01-05 19:9:22,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"040 Elsa Crossroad, Apt. 829, 67230, New Retha, Kentucky, United States",1,Multi-Family,12000,56.176.111.243,Not_Fraud,0.7,United States
1029722,2022-02-20 0:25:18,2022-02-20 0:25:24,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"62251 Cormier Place, Apt. 794, 76943-6871, Lake Juliechester, Washington, United States",2,Multi-Family,24000,154.55.247.202,Fraud,0.65,United States
1030125,2022-05-04 15:20:14,2022-05-04 15:36:03,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"6953 Fermin Union, Apt. 322, 53224-5161, New Emmyside, Idaho, United States",2,Multi-Family,11000,164.221.250.68,Not_Fraud,0.7,United States
1030528,2022-05-04 5:49:02,2022-05-04 5:50:58,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"6125 Marquise Corners, Apt. 012, 81693, Elbertport, North Dakota, United States",3,Multi-Family,24000,188.178.213.229,,0.7,Denmark
1030931,2022-01-20 22:34:06,2022-01-20 22:39:19,"Cole, Roman",r.cole@randatmail.com,(786)-801-4550,281-49-9389,"256 Berge Plaza, Suite 966, 98270-1927, Schmidtfort, Virginia, United States",3,Multi-Family,34000,156.118.44.94,Not_Fraud,0.7,France
1031334,2022-04-16 7:13:05,2022-04-16 7:17:26,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"506 Prohaska Courts, Apt. 839, 67196, East Bellaview, Massachusetts, United States",1,Single-Family,11000,122.214.87.219,Not_Fraud,0.7,Japan
1031737,2022-03-12 8:42:06,2022-03-12 9:2:02,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"2420 Ottilie Courts, Apt. 971, 69257-8942, New Makenna, Kansas, United States",1,Single-Family,19000,39.163.173.208,,0.7,China
1032140,2022-02-04 17:6:28,2022-02-04 17:7:39,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"8533 Gleichner Key, Suite 485, 96919-0268, Langworthchester, Oregon, United States",2,Single-Family,8000,148.96.97.199,Not_Fraud,0.7,United States
103225,2022-01-17 5:18:42,2022-01-17 5:27:36,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"262 Terrence Drive, Apt. 584, 04196-5758, Richardfort, Kansas, United States",2,Multi-Family,26000,124.253.102.41,Not_Fraud,0.7,India
1032543,2022-02-15 22:20:24,2022-02-15 22:42:43,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"46349 Myles Pine, Suite 332, 11307, North Martybury, Mississippi, United States",2,Single-Family,52000,238.77.63.90,,0.7,
1032946,2022-03-14 8:51:37,2022-03-14 8:55:34,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"3590 Armstrong Viaduct, Apt. 463, 40650, West Asiaside, Arkansas, United States",3,Single-Family,18000,174.125.194.215,Not_Fraud,0.7,United States
1033349,2022-01-09 9:22:54,2022-01-09 9:32:10,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"93828 Garnet Station, Apt. 449, 70316, Carterton, Vermont, United States",3,Single-Family,0,105.219.19.168,Not_Fraud,0.7,South Africa
1033752,2022-03-09 0:35:37,2022-03-09 0:40:45,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"751 Metz Branch, Apt. 184, 82521, Hoegerborough, Oklahoma, United States",1,Multi-Family,9000,138.46.236.72,Not_Fraud,0.7,United States
1034155,2022-01-30 20:32:27,2022-01-30 20:38:42,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"964 Natalia Crossing, Apt. 214, 88331, Port Krista, North Dakota, United States",1,Multi-Family,38000,128.31.239.176,Not_Fraud,0.7,United States
1034558,2022-06-01 4:10:42,2022-06-01 4:22:39,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"604 Stiedemann Mews, Suite 951, 33525, West Marquiseport, Utah, United States",2,Multi-Family,15000,33.214.195.55,Not_Fraud,0.7,United States
1034961,2022-02-07 16:39:14,2022-02-07 16:59:23,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"987 Krista Flats, Suite 434, 75561, East Leoville, Indiana, United States",2,Multi-Family,37000,198.170.57.244,Not_Fraud,0.7,United States
1035364,2022-02-26 4:24:23,2022-02-26 4:38:07,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"01377 Blick Shoals, Apt. 985, 96771-8298, Jastland, Idaho, United States",3,Multi-Family,26000,161.22.162.182,,0.7,Bolivia
1035767,2022-03-13 6:11:46,2022-03-13 6:31:40,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"148 Quinn Mission, Apt. 970, 82573-9961, O'Konborough, Michigan, United States",3,Multi-Family,4000,100.162.93.255,Not_Fraud,0.7,United States
